obs_id,usable,ourSpeciesID,dorsalImage,lateralImage,Possible
observation_103018287,1,CW,103018287_1.jpg,103018287_2.jpg,0
observation_10445512,1,CW,10445512_2.jpg,10445512_1.jpg,0
observation_107213350,0,NA,,,0
observation_10722929,1,CW,10722929_4.jpg,10722929_3.jpg,0
observation_107359261,0,NA,,,0
observation_107935815,0,NA,,,0
observation_10801335,0,NA,,,0
observation_10801352,0,NA,,,0
observation_108043537,1,CW,108043537_1.jpg,108043537_3.jpg,0
observation_108045630,0,NA,,,0
observation_108489444,0,NA,,,0
observation_108926666,1,CW,108926666_2.jpg,108926666_3.jpg,0
observation_108966286,1,CW,108966286_2.jpg,108966286_5.jpg,0
observation_109060820,0,NA,,,0
observation_109068869,0,NA,,,0
observation_109185879,1,CW,109185879_1.jpg,109185879_2.jpg ,0
observation_109272260,0,NA,,,1
observation_109484584,0,NA,,,0
observation_109815136,0,NA,,,0
observation_109861133,1,CW,109861133_1.jpg,109861133_2.jpg,0
observation_110145498,1,CW,110145498_2.jpg,110145498_3.jpg,0
observation_110200904,0,NA,,,0
observation_110247071,0,NA,,,0
observation_110247475,1,CW,110247475_1.jpg,110247475_2.jpg,0
observation_110357747,0,NA,,,0
observation_110791841,0,NA,,,0
observation_110861029,0,NA,,,0
observation_110888401,1,CW,110888401_1.jpg,110888401_2.jpg,0
observation_111148400,0,NA,,,0
observation_11136101,1,CW,11136101_3.jpg,11136101_1.jpg,0
observation_111381712,0,NA,,,0
observation_111391086,0,NA,,,0
observation_111478217,1,CW,111478217_3.jpg,111478217_2.jpg,0
observation_11238030,0,NA,,,0
observation_114233476,0,NA,,,0
observation_116184174,0,NA,,,0
observation_119833139,1,CW,119833139_2.jpg,119833139_3.jpg,0
observation_122616039,1,CW,122616039_3.jpg,122616039_4.jpg,0
observation_126546652,0,NA,,,0
observation_1265603,1,CW,1265603_1.jpg,1265603_2.jpg,0
observation_1284985,0,NA,,,0
observation_1320302,0,NA,,,0
observation_132836724,1,CW,132836724_1.jpg,132836724_2.jpg,0
observation_145921218,0,NA,,,0
observation_146800521,1,CW,146800521_3.jpg,146800521_1.jpg,0
observation_147249851,0,NA,,,0
observation_147501697,0,NA,,,0
observation_148081571,0,NA,,,0
observation_148091547,0,NA,,,0
observation_148209986,1,CW,148209986_5.jpg,148209986_3.jpg,0
observation_148340882,1,CW,148340882_1.jpg,148340882_2.jpg,0
observation_148423040,1,CW,148423040_1.jpg,148423040_2.jpg,0
observation_148425413,1,CW,148425413_1.jpg,148425413_2.jpg,0
observation_149447702,0,NA,,,1
observation_149861788,1,CW,148425413_2.jpg,148425413_5.jpg,0
observation_149932808,0,NA,,,0
observation_150346086,0,NA,,,0
observation_150440251,0,NA,,,0
observation_150541968,1,CW,150541968_3.jpg,150541968_1.jpg,0
observation_150624909,1,CW,150624909_1.jpg,150624909_3.jpg,0
observation_150753884,1,CW,150753884_1.jpg,150753884_2.jpg,0
observation_150753913,0,NA,,,0
observation_150778647,0,NA,,,0
observation_150878758,0,NA,,,0
